label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.7335841059684753,0.7308943867683411,-4.2123977550545533e-07,0.7132833003997803,0.673348069190979,-0.00158861989621073,0.7095003724098206,0.5927175283432007,-0.0056275539100170135,0.7126029133796692,0.5344409942626953,-0.014603277668356895,0.7182855606079102,0.4853607416152954,-0.02235271781682968,0.7689335346221924,0.563761293888092,0.014890187419950962,0.7696400284767151,0.5110669732093811,-0.005480996333062649,0.7526170611381531,0.4824632704257965,-0.01464761234819889,0.7331509590148926,0.4688277244567871,-0.018325671553611755,0.790346086025238,0.5780264139175415,0.003251306712627411,0.7725352644920349,0.5192241668701172,-0.02311522327363491,0.7446233630180359,0.5760094523429871,-0.022619612514972687,0.7486239671707153,0.6100782752037048,-0.013280867598950863,0.8104966878890991,0.6029062867164612,-0.012783588841557503,0.78484046459198,0.5577144026756287,-0.03985201194882393,0.7608152627944946,0.6144266724586487,-0.026173308491706848,0.769196093082428,0.6423770189285278,-0.009057692252099514,0.827692449092865,0.6356600522994995,-0.02978447824716568,0.8013999462127686,0.5981893539428711,-0.04572917893528938,0.7802661657333374,0.6329302787780762,-0.03561920300126076,0.7877742648124695,0.654296875,-0.023964451625943184
1,0.6734821200370789,0.6574452519416809,-3.816224705133209e-07,0.6500080227851868,0.6388874053955078,-0.012476774863898754,0.6317423582077026,0.5833027362823486,-0.02067326195538044,0.6285507082939148,0.5361433625221252,-0.028740309178829193,0.628567099571228,0.49957239627838135,-0.03678375110030174,0.6842686533927917,0.5395936369895935,-0.01530761644244194,0.6729217767715454,0.4950304925441742,-0.037455830723047256,0.6511426568031311,0.47850316762924194,-0.04925727844238281,0.6315333843231201,0.4733670651912689,-0.0552215613424778,0.7083020210266113,0.5518617033958435,-0.02100730687379837,0.6783042550086975,0.5150575637817383,-0.045230407267808914,0.6573584675788879,0.5633231401443481,-0.04561631754040718,0.6585666537284851,0.5929559469223022,-0.03906234726309776,0.7266576886177063,0.5774693489074707,-0.029666651040315628,0.6909738779067993,0.5549454689025879,-0.057335078716278076,0.6710209846496582,0.6034284830093384,-0.0468699187040329,0.6753371357917786,0.6280844211578369,-0.03192821890115738,0.739622950553894,0.6096670627593994,-0.03914785385131836,0.706939697265625,0.5922090411186218,-0.059977639466524124,0.6902807354927063,0.6233075261116028,-0.05187391862273216,0.6951724290847778,0.6426525712013245,-0.040394946932792664
1,0.6559920907020569,0.7370510697364807,-4.929436840939161e-07,0.6336394548416138,0.6716418266296387,-0.005457961466163397,0.6282602548599243,0.5934428572654724,-0.010713540017604828,0.6272079944610596,0.5379199981689453,-0.019260941073298454,0.6283671259880066,0.4904435873031616,-0.026248864829540253,0.6924147605895996,0.5514194965362549,0.010568666271865368,0.6788349747657776,0.5025059580802917,-0.010962823405861855,0.6583247184753418,0.481910765171051,-0.02291993983089924,0.6388236880302429,0.4717736840248108,-0.0291295126080513,0.7165625095367432,0.5638397932052612,0.0012109942035749555,0.6827278137207031,0.5169692039489746,-0.02442827634513378,0.6577504873275757,0.5699333548545837,-0.0281966682523489,0.662727952003479,0.5987015962600708,-0.024003995582461357,0.736107587814331,0.5872823596000671,-0.012327906675636768,0.6903252601623535,0.5560381412506104,-0.037180256098508835,0.670849621295929,0.6070928573608398,-0.028419746086001396,0.6813837289810181,0.6266549229621887,-0.016895726323127747,0.7497775554656982,0.6200838685035706,-0.027223557233810425,0.70807945728302,0.5908311009407043,-0.04165239632129669,0.6906925439834595,0.6266797184944153,-0.03363064303994179,0.7007620930671692,0.6438395977020264,-0.024259516969323158
1,0.8124235272407532,0.7176380157470703,-3.113121351816517e-07,0.8014794588088989,0.657781720161438,-0.005209819879382849,0.8097613453865051,0.5806504487991333,-0.008181079290807247,0.8224478363990784,0.5269486904144287,-0.015033035539090633,0.83701491355896,0.4833966791629791,-0.02203316055238247,0.8569490909576416,0.5632644891738892,0.015254016034305096,0.8667193651199341,0.5189828872680664,-0.0020865832921117544,0.8627660870552063,0.48838990926742554,-0.01208264846354723,0.8542910814285278,0.4675171971321106,-0.017169494181871414,0.8759293556213379,0.5814521908760071,0.006425388623028994,0.8794892430305481,0.527025580406189,-0.01807720586657524,0.8519324660301208,0.571039080619812,-0.021260393783450127,0.8438827395439148,0.6043848991394043,-0.01441732794046402,0.8932498097419739,0.610678493976593,-0.00637434795498848,0.8892394304275513,0.5613731145858765,-0.03310062736272812,0.8607838153839111,0.6083508729934692,-0.023189224302768707,0.8548999428749084,0.6385531425476074,-0.007638387382030487,0.9077211618423462,0.6486467719078064,-0.01990790106356144,0.8983891010284424,0.603636622428894,-0.03616754338145256,0.8761851787567139,0.6318816542625427,-0.026626883074641228,0.8739813566207886,0.6560409665107727,-0.01471428107470274
1,0.8368126153945923,0.7389903664588928,-3.344334231769608e-07,0.8359504342079163,0.6750484108924866,-0.003730941563844681,0.8542423248291016,0.5996212959289551,-0.008678535930812359,0.8726398944854736,0.5469880104064941,-0.01838318258523941,0.8984882235527039,0.5104381442070007,-0.02759248949587345,0.9131025075912476,0.6017303466796875,0.018541336059570312,0.9288870096206665,0.5587358474731445,0.0009381506242789328,0.9257935285568237,0.5247735977172852,-0.007846010848879814,0.9174983501434326,0.4997256398200989,-0.011820785701274872,0.9280569553375244,0.6246609687805176,0.008560169488191605,0.9298283457756042,0.570442795753479,-0.01456220168620348,0.8937227129936218,0.6078693866729736,-0.015209818258881569,0.8864690661430359,0.6374355554580688,-0.007120759226381779,0.93907231092453,0.6565207242965698,-0.005867681931704283,0.9321635365486145,0.6058087348937988,-0.030274204909801483,0.8973976373672485,0.6440525054931641,-0.017941560596227646,0.894923985004425,0.6706205606460571,-0.0017550422344356775,0.9456539154052734,0.6952877640724182,-0.021225806325674057,0.9367862343788147,0.6467483639717102,-0.033993665128946304,0.910519540309906,0.6685279607772827,-0.02253512665629387,0.9093471169471741,0.6923049092292786,-0.010021604597568512
1,0.7165204286575317,0.7118386030197144,-4.999588441023661e-07,0.7052708864212036,0.6454020738601685,-0.0064075361005961895,0.7141697406768799,0.5705709457397461,-0.01312714908272028,0.7250630855560303,0.517183244228363,-0.023397646844387054,0.7397319078445435,0.4731447398662567,-0.030870169401168823,0.7846243977546692,0.5464224815368652,0.007110343314707279,0.7965100407600403,0.48871588706970215,-0.018323000520467758,0.7773740887641907,0.46542951464653015,-0.030987966805696487,0.7556151151657104,0.45826256275177,-0.03609888255596161,0.8034536838531494,0.5667643547058105,-0.001527565997093916,0.7834203839302063,0.5136750340461731,-0.030529771000146866,0.7493351697921753,0.5560185313224792,-0.03341200575232506,0.7486560940742493,0.586414635181427,-0.027937304228544235,0.8166353702545166,0.5955636501312256,-0.014888225123286247,0.7834212183952332,0.5500456094741821,-0.042108241468667984,0.7559707760810852,0.5942604541778564,-0.03112630732357502,0.7630013227462769,0.6183338165283203,-0.01733657531440258,0.8238673210144043,0.6320759057998657,-0.02980746515095234,0.790744423866272,0.5955532789230347,-0.04476594552397728,0.7695609331130981,0.6228442788124084,-0.036361999809741974,0.7775272130966187,0.6413290500640869,-0.026367971673607826
1,0.7016882300376892,0.713430643081665,-5.251787911220163e-07,0.6920902729034424,0.6429471969604492,-0.006411275360733271,0.7002940773963928,0.567533016204834,-0.014021099545061588,0.707137405872345,0.5143149495124817,-0.024958014488220215,0.7202273607254028,0.4718313217163086,-0.03304336965084076,0.7713491320610046,0.5437580943107605,0.004166767001152039,0.7760866284370422,0.48352211713790894,-0.022150667384266853,0.7541518807411194,0.46054601669311523,-0.03562197461724281,0.729228138923645,0.45346885919570923,-0.04120602831244469,0.7898167967796326,0.5630389451980591,-0.004291763063520193,0.763005793094635,0.5114833116531372,-0.033325862139463425,0.7312179803848267,0.5584226846694946,-0.03675948083400726,0.7312370538711548,0.5892980098724365,-0.0320386067032814,0.8028990030288696,0.5912825465202332,-0.01718197949230671,0.7635816335678101,0.5483856797218323,-0.04366535320878029,0.7386201024055481,0.596184253692627,-0.03300003334879875,0.7458539009094238,0.6209957003593445,-0.019812505692243576,0.809349536895752,0.626899242401123,-0.03169193118810654,0.7725352048873901,0.592385470867157,-0.046185851097106934,0.7521324753761292,0.6216720342636108,-0.037837281823158264,0.7590897083282471,0.639477014541626,-0.027957892045378685
1,0.7094556093215942,0.646070659160614,-4.6555450694540923e-07,0.6947933435440063,0.6092020869255066,-0.007504300680011511,0.6917315125465393,0.5503476858139038,-0.0167983528226614,0.6946038603782654,0.5060552358627319,-0.027347657829523087,0.7047461867332458,0.47110533714294434,-0.037475068122148514,0.7545026540756226,0.533910870552063,-0.01157771423459053,0.7498950958251953,0.48457735776901245,-0.03531267121434212,0.729238748550415,0.4636059105396271,-0.04658237099647522,0.7093682885169983,0.45407888293266296,-0.05124565213918686,0.7732998132705688,0.5550952553749084,-0.018923718482255936,0.7444919943809509,0.50886470079422,-0.04322807490825653,0.7121530175209045,0.5516790151596069,-0.04192878678441048,0.7096715569496155,0.5791128873825073,-0.03460654616355896,0.7852441668510437,0.585196852684021,-0.029245689511299133,0.7476028203964233,0.5489647388458252,-0.054018665105104446,0.7208511829376221,0.5923798084259033,-0.0411640889942646,0.7239661812782288,0.6174885034561157,-0.02626793086528778,0.7910528779029846,0.6204864978790283,-0.040358953177928925,0.7560470700263977,0.5911046266555786,-0.05780401453375816,0.7348751425743103,0.6176136136054993,-0.04922216758131981,0.7393649220466614,0.6384038925170898,-0.03856424614787102
1,0.6858304738998413,0.7136354446411133,-5.174923103368201e-07,0.6763529777526855,0.6419861912727356,-0.008458346128463745,0.6825199723243713,0.5676242113113403,-0.01717483438551426,0.6870949864387512,0.513914942741394,-0.02884013205766678,0.6977781057357788,0.4693527817726135,-0.03756125271320343,0.7553036212921143,0.5422670841217041,0.0032650427892804146,0.7567286491394043,0.4830862879753113,-0.022940214723348618,0.735541582107544,0.4585074782371521,-0.03667803853750229,0.7118282914161682,0.45005515217781067,-0.04255564138293266,0.7744227647781372,0.5617907047271729,-0.004391233436763287,0.7439830303192139,0.5130001902580261,-0.03293720260262489,0.7121671438217163,0.5585101842880249,-0.036485958844423294,0.7126631140708923,0.587986171245575,-0.032176729291677475,0.7874032855033875,0.5903505682945251,-0.016689293086528778,0.7459247708320618,0.5507546067237854,-0.04276387766003609,0.7211763262748718,0.5965657234191895,-0.032196905463933945,0.7282964587211609,0.6202394366264343,-0.01927894912660122,0.7932420969009399,0.6261895298957825,-0.03086489625275135,0.7558474540710449,0.5929803848266602,-0.04478873685002327,0.7357975840568542,0.6214336156845093,-0.036243367940187454,0.7426475882530212,0.6390509009361267,-0.026385923847556114
1,0.7355660796165466,0.6418296098709106,-4.1170315512317757e-07,0.7191507816314697,0.6159700155258179,-0.011920779012143612,0.7128504514694214,0.5738323330879211,-0.022793132811784744,0.7120186686515808,0.5406686663627625,-0.0332784503698349,0.7088177800178528,0.5159268379211426,-0.04385882243514061,0.7471588850021362,0.5337196588516235,-0.024332374334335327,0.7284871935844421,0.48309633135795593,-0.046945247799158096,0.7051010727882385,0.46532297134399414,-0.058308664709329605,0.6880453824996948,0.45664381980895996,-0.06384363025426865,0.7641655206680298,0.5523040890693665,-0.028518687933683395,0.7265936732292175,0.5078827142715454,-0.05228438973426819,0.6961299180984497,0.5449402332305908,-0.05201958119869232,0.690711498260498,0.575249969959259,-0.045979440212249756,0.7735069990158081,0.5820527672767639,-0.03482712805271149,0.7319830060005188,0.5484340786933899,-0.058535169810056686,0.7062249183654785,0.585112452507019,-0.04882649704813957,0.7056933641433716,0.6120149493217468,-0.03632069751620293,0.7780416011810303,0.6159808039665222,-0.04206463694572449,0.7420322299003601,0.5912193655967712,-0.06043515354394913,0.7208995819091797,0.6096605658531189,-0.055082809180021286,0.7207505106925964,0.6278218030929565,-0.046548448503017426
